id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,zipcode,yr_built,lat,long,price_per_sqft
8035350320,2014-07-18,488000.0,3,2.5,3160,13603,2.0,98019,2003,47.7443,-121.977,154.43037974683546
8945200830,2015-03-25,210490.0,3,1.0,990,8528,1.0,98023,1966,47.3066,-122.371,212.6161616161616
4178300310,2014-07-16,785000.0,4,2.5,2290,13416,2.0,98007,1981,47.6194,-122.151,342.7947598253275
9215400105,2015-04-28,450000.0,3,1.75,1250,5963,1.0,98115,1953,47.6796,-122.301,360.0
822039084,2015-03-11,1350000.0,3,2.5,2753,65005,1.0,98070,1953,47.4041,-122.451,490.37413730475845
5245600105,2014-09-16,228000.0,3,1.0,1190,9199,1.0,98148,1955,47.4258,-122.322,191.5966386554622
7231300125,2015-02-17,345000.0,5,2.5,3150,9134,1.0,98056,1966,47.4934,-122.189,109.52380952380952
7518505990,2014-12-31,600000.0,3,1.75,1410,4080,1.0,98117,1950,47.6808,-122.384,425.531914893617
3626039271,2015-02-05,585000.0,2,1.75,1980,8550,1.0,98117,1981,47.6989,-122.369,295.45454545454544
4217401195,2015-03-03,920000.0,5,2.25,2730,6000,1.5,98105,1927,47.6571,-122.281,336.996336996337
9822700295,2014-05-12,885000.0,4,2.5,2830,5000,2.0,98105,1995,47.6597,-122.29,312.7208480565371
9478500640,2014-08-19,292500.0,4,2.5,2250,4495,2.0,98042,2008,47.3663,-122.114,130.0
2799800710,2015-04-07,301000.0,3,2.5,2420,4750,2.0,98042,2003,47.3663,-122.122,124.3801652892562
7922800400,2014-08-27,951000.0,5,3.25,3250,14342,2.0,98008,1968,47.588,-122.116,292.61538461538464
8079040320,2015-02-23,430000.0,4,3.0,1850,9976,2.0,98059,1991,47.5059,-122.149,232.43243243243242
1516000055,2014-12-10,650000.0,3,2.25,2150,21235,1.0,98166,1959,47.4336,-122.339,302.3255813953488
9558200045,2014-08-28,289000.0,3,1.75,1260,8400,1.0,98148,1954,47.4366,-122.335,229.36507936507937
5072410070,2014-10-21,505000.0,3,1.75,2519,8690,2.0,98166,1973,47.4428,-122.344,200.47637951568083
9528102996,2014-12-07,549000.0,3,1.75,1540,1044,3.0,98115,2014,47.6765,-122.32,356.4935064935065
1189001180,2014-06-03,425000.0,3,2.25,1660,6000,1.0,98122,1979,47.6113,-122.297,256.0240963855422
3253500160,2014-11-20,317625.0,3,2.75,2770,3809,1.5,98144,1925,47.5747,-122.304,114.66606498194946
3394100030,2014-09-09,975000.0,4,2.5,2720,11049,2.0,98004,1989,47.5815,-122.192,358.45588235294116
3717000160,2014-10-09,287000.0,4,2.5,2240,4648,2.0,98001,2005,47.3378,-122.257,128.125
1274500060,2014-08-25,204000.0,3,1.0,1000,12070,1.0,98042,1968,47.3621,-122.11,204.0
1802000060,2014-06-12,1325000.0,5,2.25,3200,20158,1.0,98004,1965,47.6303,-122.215,414.0625
1525059190,2014-09-12,1040000.0,5,3.25,4770,50094,1.0,98005,1973,47.6525,-122.16,218.02935010482182
1049000060,2015-01-05,325000.0,3,2.0,1260,5612,1.0,98034,1972,47.7362,-122.179,257.93650793650795
8820901275,2014-06-10,571000.0,4,2.0,2750,7807,1.5,98125,1916,47.7168,-122.287,207.63636363636363
5416510140,2014-07-10,360000.0,4,2.5,2380,5000,2.0,98038,2005,47.3608,-122.036,151.26050420168067
3444100400,2015-03-16,349000.0,3,1.75,1790,50529,1.0,98042,1965,47.3511,-122.073,194.97206703910615
3276920270,2014-11-05,832500.0,4,4.0,3430,35102,2.0,98075,1986,47.5822,-121.987,242.71137026239066
4036801170,2014-10-13,380000.0,4,1.75,1760,7300,1.0,98008,1956,47.6034,-122.125,215.9090909090909
2391600320,2015-04-20,480000.0,3,1.0,1040,5060,1.0,98116,1941,47.5636,-122.394,461.53846153846155
6300000287,2014-06-09,410000.0,3,1.0,1410,5060,1.0,98133,1956,47.7073,-122.34,290.78014184397165
1531000030,2015-03-23,720000.0,4,2.5,3450,39683,2.0,98010,2002,47.342,-122.025,208.69565217391303
5104520400,2014-12-02,390000.0,3,2.5,2350,5100,2.0,98038,2003,47.3512,-122.008,165.95744680851064
7437100340,2014-12-22,360000.0,4,2.5,1900,5889,2.0,98038,1992,47.349,-122.031,189.47368421052633
9418400240,2014-10-28,355000.0,2,1.0,2020,6720,1.0,98118,1948,47.5474,-122.291,175.74257425742573
1523059105,2015-01-28,356000.0,3,1.5,1680,8712,1.0,98059,1964,47.4811,-122.149,211.9047619047619
1133000671,2014-06-02,315000.0,3,1.0,960,6634,1.0,98125,1952,47.7264,-122.31,328.125
4232902595,2014-11-14,940000.0,3,1.5,2140,3600,2.0,98119,1925,47.6337,-122.365,439.25233644859816
2599001200,2014-11-03,305000.0,5,2.25,2660,8400,1.5,98092,1961,47.2909,-122.189,114.66165413533835
3342103156,2014-06-18,461000.0,3,3.25,2770,6278,2.0,98056,2006,47.5228,-122.199,166.4259927797834
1332700270,2014-05-19,215000.0,2,2.25,1610,2040,2.0,98056,1979,47.518,-122.194,133.54037267080744
3869900162,2014-09-04,335000.0,2,1.75,1030,1066,2.0,98136,2006,47.5394,-122.387,325.24271844660194
2791500270,2014-05-22,243500.0,4,2.5,1980,7403,2.0,98023,1988,47.2897,-122.372,122.97979797979798
5036300431,2015-03-11,1099880.0,5,2.75,3520,6353,2.0,98199,2001,47.6506,-122.391,312.46590909090907
4168000060,2015-02-26,153000.0,3,1.0,1200,10500,1.0,98023,1962,47.322,-122.351,127.5
6021501535,2014-07-25,430000.0,3,1.5,1580,5000,1.0,98117,1939,47.687,-122.386,272.1518987341772
6021501535,2014-12-23,700000.0,3,1.5,1580,5000,1.0,98117,1939,47.687,-122.386,443.0379746835443
1483300570,2014-09-08,905000.0,4,2.5,3300,10250,1.0,98040,1946,47.5873,-122.249,274.24242424242425
3422049190,2015-03-30,247500.0,3,1.75,1960,15681,1.0,98032,1967,47.3576,-122.277,126.27551020408163
1099611230,2014-09-12,199000.0,4,1.5,1160,6400,1.0,98023,1975,47.3036,-122.378,171.55172413793105
722079104,2014-07-11,314000.0,3,1.75,1810,41800,1.0,98038,1980,47.4109,-121.958,173.48066298342542
7338200240,2014-05-16,437500.0,3,2.5,2320,36847,2.0,98045,1992,47.4838,-121.714,188.57758620689654
1952200240,2014-06-11,850830.0,3,2.5,2070,13241,1.5,98102,1910,47.6415,-122.315,411.0289855072464
5200100125,2014-10-27,555000.0,3,2.0,1980,3478,1.5,98117,1929,47.6775,-122.372,280.3030303030303
7214720075,2014-12-12,699950.0,3,2.25,2190,107593,2.0,98077,1983,47.7731,-122.08,319.61187214611874
2450000295,2014-10-07,1088000.0,3,2.5,2920,8113,2.0,98004,1950,47.5814,-122.196,372.6027397260274
6197800045,2014-09-24,290000.0,3,1.0,1210,33919,1.0,98058,1954,47.4375,-122.184,239.6694214876033
1328310370,2015-04-02,375000.0,3,2.5,2340,10005,1.0,98058,1978,47.4431,-122.133,160.25641025641025
546000875,2014-05-23,460000.0,3,1.0,1670,4005,1.5,98117,1939,47.6878,-122.38,275.4491017964072
3530510041,2014-07-23,188500.0,2,1.75,1240,2493,1.0,98198,1985,47.3813,-122.322,152.01612903225808
1853000400,2015-03-05,680000.0,4,2.5,3140,28037,2.0,98077,1991,47.7304,-122.082,216.56050955414014
3134100116,2014-08-27,470000.0,5,1.75,2030,12342,2.0,98052,1942,47.6417,-122.109,231.5270935960591
9545230140,2014-07-25,597750.0,4,2.5,2310,9624,2.0,98027,1984,47.5386,-122.053,258.76623376623377
3362400511,2015-03-04,570000.0,3,1.75,1260,3328,1.0,98103,1905,47.6823,-122.349,452.3809523809524
2525310310,2014-09-16,272500.0,3,1.75,1540,12600,1.0,98038,1980,47.3624,-122.031,176.94805194805195
6126500060,2014-11-24,329950.0,3,1.75,2080,5969,1.0,98108,1971,47.5474,-122.295,158.62980769230768
8961960160,2014-10-28,480000.0,4,2.5,3230,16171,2.0,98001,2001,47.3183,-122.253,148.60681114551085
3626039325,2014-11-21,740500.0,3,3.5,4380,6350,2.0,98117,1900,47.6981,-122.368,169.06392694063928
3362400431,2014-06-26,518500.0,3,3.5,1590,1102,3.0,98103,2010,47.6824,-122.347,326.1006289308176
4060000240,2014-06-23,205425.0,2,1.0,880,6780,1.0,98178,1945,47.5009,-122.248,233.4375
3454800060,2015-01-08,171800.0,4,2.0,1570,9600,1.0,98168,1950,47.4965,-122.303,109.4267515923567
1695900060,2015-05-11,535000.0,4,1.0,1610,2982,1.5,98144,1925,47.587,-122.294,332.29813664596276
7278700070,2015-01-02,660000.0,3,2.5,2400,6474,1.0,98177,1964,47.7728,-122.386,275.0
6675500070,2014-11-19,391500.0,3,2.0,1450,9132,1.0,98034,1987,47.7288,-122.226,270.0
3626039187,2015-04-06,395000.0,2,1.0,770,6000,1.0,98117,1953,47.6999,-122.364,512.987012987013
3524049083,2014-11-04,445000.0,4,1.75,2100,4400,1.5,98118,1924,47.5299,-122.266,211.9047619047619
3275860240,2014-06-18,770000.0,3,2.25,2910,10204,2.0,98052,1990,47.6897,-122.098,264.6048109965636
4389200955,2015-03-02,1450000.0,4,2.75,2750,17789,1.5,98004,1914,47.6141,-122.212,527.2727272727273
4058801670,2014-07-17,445000.0,3,2.25,2100,8201,1.0,98178,1967,47.5091,-122.244,211.9047619047619
8732020310,2014-07-17,260000.0,4,2.25,2160,8811,1.0,98023,1978,47.3129,-122.39,120.37037037037037
2331300505,2014-06-13,822500.0,5,3.5,2320,4960,2.0,98103,1926,47.6763,-122.352,354.5258620689655
7853210060,2015-04-06,430000.0,4,2.5,2070,4310,2.0,98065,2004,47.5319,-121.85,207.72946859903382
3668000070,2015-01-05,212000.0,3,1.75,1060,7875,1.0,98092,1986,47.2761,-122.152,200.0
9545240070,2015-04-28,660500.0,4,2.25,2010,9603,1.0,98027,1986,47.5343,-122.054,328.60696517412936
1243100136,2014-06-12,784000.0,3,3.5,3950,111078,1.5,98052,1989,47.697,-122.072,198.48101265822785
8929000270,2014-05-12,453246.0,3,2.5,2010,2287,2.0,98029,2014,47.5517,-121.998,225.4955223880597
2767602356,2015-01-26,675000.0,4,3.5,2140,2278,3.0,98107,2005,47.6734,-122.38,315.42056074766356
921049315,2014-08-13,199000.0,3,1.75,1320,17390,1.0,98003,1956,47.3257,-122.296,150.75757575757575
3655000070,2014-08-05,220000.0,4,1.75,2020,7840,1.0,98003,1968,47.3309,-122.299,108.91089108910892
4027700812,2014-05-29,452000.0,4,2.25,2590,10002,1.0,98028,1968,47.7689,-122.266,174.51737451737452
3992700335,2014-07-07,382500.0,2,1.0,1190,4440,1.0,98125,1981,47.7135,-122.287,321.42857142857144
2767603505,2014-05-07,519950.0,3,2.25,1170,1249,3.0,98107,2014,47.6722,-122.381,444.4017094017094
4232901525,2014-06-27,665000.0,2,1.0,1110,3200,1.0,98119,1925,47.6338,-122.358,599.0990990990991
1777500060,2014-07-08,527700.0,5,2.5,2820,9375,1.0,98006,1968,47.5707,-122.128,187.12765957446808
1432900240,2015-05-08,205000.0,3,1.0,1610,8579,1.0,98058,1962,47.4563,-122.171,127.32919254658385
6140100875,2015-04-15,420000.0,3,1.0,1060,8097,1.0,98133,1923,47.7144,-122.351,396.22641509433964
6071600370,2015-02-27,500000.0,4,2.25,2030,8517,1.0,98006,1961,47.5495,-122.174,246.30541871921181
1526069017,2014-12-03,921500.0,4,2.5,3670,315374,2.0,98077,1994,47.7421,-122.026,251.0899182561308
809001525,2014-06-25,890000.0,4,1.0,2550,4000,2.0,98109,1905,47.6354,-122.353,349.01960784313724
3224079105,2014-08-06,430000.0,2,2.5,2420,60984,2.0,98027,2007,47.5262,-121.943,177.68595041322314
8075400570,2014-10-30,258000.0,5,2.0,2260,12500,1.0,98032,1960,47.3887,-122.286,114.15929203539822
1994200024,2014-11-04,511000.0,3,1.0,1430,3455,1.0,98103,1947,47.6873,-122.336,357.34265734265733
3362900810,2014-08-20,532170.0,3,2.0,1360,3090,2.0,98103,1990,47.6838,-122.353,391.3014705882353
1324300398,2015-04-09,560000.0,3,1.0,1110,5000,1.5,98107,1947,47.655,-122.359,504.5045045045045
537000445,2015-03-31,282950.0,3,1.0,1250,8200,1.0,98003,1954,47.3255,-122.304,226.36
7855801670,2015-04-01,2250000.0,4,3.25,5180,19850,2.0,98006,2006,47.562,-122.162,434.36293436293437
7920100045,2014-05-16,350000.0,1,1.0,700,5100,1.0,98115,1942,47.679,-122.3,500.0
8960000030,2014-07-28,215000.0,3,1.0,1180,7669,1.0,98058,1967,47.4479,-122.176,182.20338983050848
6388930390,2014-11-20,650000.0,5,3.5,3960,25245,2.0,98056,1996,47.525,-122.172,164.14141414141415
8731900200,2014-08-07,320000.0,4,2.75,2640,7500,1.0,98023,1967,47.3135,-122.369,121.21212121212122
8029200135,2014-11-13,247000.0,3,2.0,1270,7198,1.5,98022,1916,47.2086,-121.996,194.48818897637796
1081200350,2014-10-03,320000.0,4,1.75,1760,11180,1.0,98059,1968,47.4715,-122.118,181.8181818181818
84000105,2014-05-07,255000.0,5,2.25,2060,8632,1.0,98146,1962,47.4877,-122.335,123.7864077669903
3756500060,2015-03-09,438000.0,3,1.75,1780,9660,1.0,98034,1962,47.7171,-122.193,246.06741573033707
7215720160,2015-03-04,900000.0,3,2.5,3400,16603,2.0,98075,2000,47.6012,-122.023,264.70588235294116
3574800520,2014-06-20,441000.0,3,2.75,1910,7280,1.0,98034,1979,47.7319,-122.224,230.89005235602093
2617300160,2014-08-12,420000.0,3,2.0,2020,38332,1.0,98027,1975,47.4582,-122.023,207.92079207920793
2558660270,2014-12-08,370000.0,3,1.75,1580,7000,1.0,98034,1976,47.7209,-122.168,234.1772151898734
2009000370,2015-02-19,269950.0,2,1.75,1340,7250,1.0,98198,1949,47.408,-122.327,201.455223880597
1836980160,2015-03-24,807100.0,4,2.5,2680,4499,2.0,98006,1999,47.565,-122.125,301.15671641791045
3261020370,2014-06-05,653000.0,3,2.5,2680,9750,1.0,98034,1979,47.7028,-122.231,243.65671641791045
1755700060,2014-06-11,371500.0,3,2.0,1370,8336,1.0,98133,1964,47.7458,-122.331,271.1678832116788
4330600435,2015-03-16,284000.0,3,1.75,1560,21000,1.0,98166,1954,47.4776,-122.337,182.05128205128204
9542800700,2015-01-02,272000.0,3,1.75,2160,7140,1.0,98023,1978,47.3026,-122.374,125.92592592592592
1999700045,2014-05-02,313000.0,3,1.5,1340,7912,1.5,98133,1955,47.7658,-122.339,233.5820895522388
1762600070,2015-01-16,917500.0,4,2.5,3880,35003,2.0,98033,1984,47.6477,-122.182,236.46907216494844
1687900520,2014-09-29,673000.0,4,2.25,2590,8190,2.0,98006,1980,47.5619,-122.125,259.8455598455598
7234600798,2015-02-10,425000.0,3,2.5,1120,1100,2.0,98122,2008,47.6106,-122.31,379.4642857142857
3881900445,2014-07-09,399950.0,5,2.75,1970,5400,1.0,98144,1986,47.5868,-122.308,203.0203045685279
2254502445,2014-05-30,385000.0,3,1.0,1220,4800,1.0,98122,1901,47.6101,-122.307,315.57377049180326
5437810320,2014-11-17,269950.0,3,1.5,1950,7560,1.0,98022,1975,47.1976,-121.999,138.43589743589743
9158100075,2015-01-07,330000.0,2,1.0,1350,8220,1.0,98177,1949,47.7224,-122.358,244.44444444444446
3830630310,2014-07-25,260000.0,3,2.5,1670,5797,2.0,98030,1988,47.3505,-122.179,155.688622754491
8123100045,2015-04-14,470000.0,4,3.0,2380,5125,1.5,98126,1925,47.5384,-122.376,197.47899159663865
3127200041,2014-06-13,589000.0,4,3.0,2440,9600,2.0,98034,1961,47.7044,-122.2,241.39344262295083
6661200320,2014-07-23,163500.0,2,1.5,1050,3419,2.0,98038,1996,47.3848,-122.039,155.71428571428572
11510310,2014-09-05,835000.0,4,2.75,3130,13412,2.0,98052,1993,47.6993,-122.102,266.77316293929715
825059270,2014-11-21,1095000.0,5,3.0,4090,12850,1.0,98033,1986,47.6627,-122.188,267.72616136919316
8731951370,2015-04-15,269000.0,4,1.75,1490,10000,1.0,98023,1969,47.3099,-122.379,180.53691275167785
1954440060,2014-05-05,560000.0,3,2.5,1900,8744,2.0,98074,1987,47.62,-122.043,294.7368421052632
2264500350,2015-04-18,615000.0,4,1.0,1330,2400,1.5,98103,1901,47.65,-122.34,462.406015037594
1115810060,2014-12-05,585188.0,3,2.25,2230,10026,1.0,98052,1975,47.6647,-122.153,262.41614349775784
9477200200,2014-08-18,305000.0,3,1.75,1650,9480,1.0,98034,1977,47.726,-122.191,184.84848484848484
1432600560,2014-11-05,166950.0,3,1.0,1190,8820,1.0,98058,1959,47.4616,-122.184,140.2941176470588
2287000060,2014-09-12,799000.0,3,2.5,2140,9897,1.0,98040,1959,47.5505,-122.219,373.3644859813084
3663500060,2014-06-25,400000.0,3,2.5,2180,7508,1.0,98133,1962,47.7606,-122.336,183.4862385321101
3996900125,2014-12-01,230000.0,3,1.0,1060,10228,1.0,98155,1948,47.7481,-122.3,216.9811320754717
7796450200,2014-05-15,256883.0,3,2.5,1690,5025,2.0,98023,2003,47.2779,-122.347,152.00177514792898
7549802535,2014-11-11,423000.0,4,2.0,1970,6480,1.5,98108,1920,47.5511,-122.312,214.72081218274113
3278600320,2014-07-23,465000.0,3,2.5,2150,4084,2.0,98126,2007,47.5488,-122.372,216.27906976744185
2824079053,2015-01-13,440000.0,3,2.5,1910,66211,2.0,98024,1997,47.5385,-121.911,230.36649214659687
1222069094,2014-10-14,385000.0,3,1.75,1350,155073,1.0,98038,1969,47.4058,-121.994,285.18518518518516
3542300060,2015-03-11,210000.0,3,1.0,860,11725,1.0,98056,1943,47.5093,-122.184,244.1860465116279
2222059065,2014-11-12,297000.0,3,2.5,1940,14952,2.0,98042,1994,47.3777,-122.165,153.09278350515464
7551300060,2014-07-16,470000.0,3,1.0,1010,5000,1.0,98107,1952,47.675,-122.394,465.34653465346537
100600550,2014-08-04,226500.0,3,1.5,1300,7370,1.0,98023,1976,47.3025,-122.37,174.23076923076923
3211100860,2015-03-03,274250.0,3,1.0,910,8450,1.0,98059,1962,47.4787,-122.158,301.3736263736264
3456000310,2014-08-04,840000.0,4,1.75,2480,11010,1.0,98040,1966,47.5378,-122.219,338.7096774193548
9526600140,2014-09-19,677900.0,3,2.5,2440,4587,2.0,98052,2010,47.7073,-122.114,277.827868852459
7465900060,2015-02-05,425000.0,3,1.0,1010,5864,1.0,98116,1915,47.5733,-122.381,420.7920792079208
1222000055,2014-11-23,180250.0,2,0.75,900,9600,1.0,98166,1941,47.4604,-122.339,200.27777777777777
6300000550,2014-07-17,464000.0,6,3.0,2300,3404,2.0,98133,1920,47.7067,-122.343,201.7391304347826
2310030510,2015-04-22,320000.0,4,2.25,1550,7579,2.0,98038,1993,47.354,-122.047,206.4516129032258
1025049114,2014-07-17,625504.0,3,2.25,1270,1566,2.0,98105,2014,47.6647,-122.284,492.52283464566926
8677300550,2014-05-15,592500.0,4,2.5,2240,12032,1.0,98074,1983,47.6143,-122.017,264.50892857142856
4014400292,2015-01-14,465000.0,3,2.5,2714,17936,2.0,98001,2005,47.3185,-122.275,171.33382461311717
1102000196,2014-05-27,477000.0,4,2.75,1720,6270,2.0,98118,1978,47.5458,-122.268,277.3255813953488
257000138,2015-01-15,280000.0,2,1.0,850,16400,1.0,98168,1923,47.4889,-122.299,329.4117647058824
46100204,2015-02-21,1505000.0,5,3.0,3300,33474,1.0,98040,1957,47.5673,-122.21,456.06060606060606
1909600046,2014-07-03,445838.0,3,2.5,2250,5692,2.0,98146,2000,47.5133,-122.379,198.15022222222223
1250202145,2014-08-28,1072000.0,2,2.25,3900,14864,1.0,98144,1947,47.5884,-122.291,274.87179487179486
7611200125,2014-10-23,467000.0,2,1.5,1320,10800,1.0,98177,1947,47.7145,-122.367,353.7878787878788
5611500140,2014-08-22,686000.0,4,2.5,2760,6440,2.0,98075,1999,47.5836,-122.026,248.55072463768116
7138000260,2014-06-05,279950.0,3,2.0,1750,9750,1.0,98198,1961,47.398,-122.299,159.97142857142856
626059335,2014-09-04,527000.0,4,2.25,2330,19436,2.0,98011,1987,47.7663,-122.215,226.1802575107296
1922059282,2014-09-18,325000.0,3,2.25,2220,16020,1.0,98030,1966,47.3758,-122.217,146.3963963963964
705700390,2014-09-03,328000.0,3,2.25,2020,8379,2.0,98038,1994,47.3828,-122.023,162.37623762376236
7454001200,2014-06-04,390000.0,3,2.25,1250,7500,1.0,98146,1942,47.5123,-122.373,312.0
8682281200,2015-03-09,479950.0,2,2.0,1510,6516,1.0,98053,2005,47.7076,-122.013,317.8476821192053
7972000200,2014-05-29,264950.0,4,2.25,1720,9753,1.0,98023,1978,47.2922,-122.371,154.0406976744186
722059070,2015-01-15,235000.0,3,1.0,1430,15246,1.0,98031,1961,47.4075,-122.214,164.33566433566435
7202340400,2015-03-03,516500.0,3,2.5,1480,4729,2.0,98053,2004,47.6794,-122.034,348.9864864864865
8096000060,2015-04-13,655000.0,2,1.75,1450,15798,2.0,98166,1915,47.4497,-122.375,451.7241379310345
2424000060,2014-06-16,500000.0,4,2.75,2280,15347,1.0,98059,1960,47.5218,-122.164,219.2982456140351
9264902050,2014-11-21,315000.0,6,2.75,2940,7350,1.0,98023,1978,47.3103,-122.339,107.14285714285714
943100260,2014-11-20,213000.0,2,1.0,1000,10200,1.0,98024,1961,47.5687,-121.899,213.0
3677400445,2014-09-02,475000.0,3,1.5,2480,5280,1.5,98108,1947,47.5575,-122.303,191.53225806451613
1762600320,2014-06-10,1025000.0,5,4.0,3760,28040,2.0,98033,1983,47.6489,-122.183,272.6063829787234
4058000060,2015-04-09,416000.0,3,2.0,2220,94300,1.0,98010,1976,47.3459,-121.95,187.38738738738738
7228500560,2015-03-20,410000.0,4,1.0,1970,4740,1.5,98122,1904,47.6136,-122.303,208.12182741116752
326069104,2014-07-01,800000.0,3,3.5,3830,221284,2.0,98077,1993,47.7641,-122.023,208.87728459530027
5152100060,2014-05-29,472000.0,6,2.5,4410,14034,1.0,98003,1965,47.3376,-122.324,107.02947845804988
3584000310,2014-12-08,225000.0,3,1.75,1430,8505,1.0,98003,1968,47.3173,-122.319,157.34265734265733
8150100045,2014-10-01,210000.0,2,1.0,830,6000,1.0,98126,1940,47.5308,-122.376,253.0120481927711
1868901275,2015-01-27,455000.0,2,1.0,1430,5000,1.5,98115,1925,47.6727,-122.299,318.1818181818182
6131600075,2015-04-27,225000.0,3,1.0,1300,8316,1.0,98002,1954,47.3221,-122.216,173.07692307692307
9468200125,2014-08-26,480000.0,2,1.0,1030,3060,1.0,98103,1918,47.6779,-122.353,466.0194174757282
